supplier,year,month,week,purchase_date,invoice_id,store_code,store_name,network,category,product_group,article_description,grower,purchase_flow,origin,color,buy_price,selling_price,coefficient,margin,quantity,invoice_product_value,purchase_value,invoice_kind,total_purchase_amount,total_selling_amount,estimated_margin_amount
Flora Holland,2024,10,42,2024-10-19,632343,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Accessoires,Plantes vertes,Orchidées premium,Grower D,Stock,Espagne,Rouge,5.97,12.26,2.05,1176.23,187,2292.62,1116.39,Factuur,1116.3899999999999,2292.62,1176.23
VDV,2024,7,28,2024-07-10,615570,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Bouquets mixtes,Bouquets mixtes premium,Grower A,Commande spéciale,Kenya,Vert,6.79,15.67,2.31,390.72,44,689.48,298.76,Creditnota,298.76,689.48,390.72
VDV,2024,12,51,2024-12-17,615563,HF001,HAPPY PARIS OPERA,Succursale,Bouquets,Bouquets mixtes,Roses premium,Grower A,Réassort,Pays-Bas,Mixte,2.45,4.64,1.89,153.3,70,324.8,171.5,Factuur,171.5,324.79999999999995,153.29999999999995
Flora Holland,2024,2,8,2024-02-22,685832,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Fleurs coupées,Lys,Lys premium,Grower B,Stock,Pays-Bas,Mixte,5.2,8.57,1.65,636.93,189,1619.73,982.8,Creditnota,982.8000000000001,1619.73,636.93
VDV,2024,7,27,2024-07-04,682607,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Orchidées,Roses premium,Grower C,Commande spéciale,Espagne,Rose,7.27,11.04,1.52,712.53,189,2086.56,1374.03,Creditnota,1374.03,2086.56,712.53
Orchidées France,2024,6,25,2024-06-22,626954,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Fleurs coupées,Plantes vertes,Tulipes premium,Grower A,Commande spéciale,Pays-Bas,Jaune,4.57,6.22,1.36,232.65,141,877.02,644.37,Factuur,644.37,877.02,232.64999999999998
VDV,2024,11,45,2024-11-06,618710,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Accessoires,Orchidées,Orchidées premium,Grower C,Réassort,France,Rouge,7.29,13.24,1.82,1172.15,197,2608.28,1436.13,Creditnota,1436.13,2608.28,1172.15
Rose Africa,2024,7,27,2024-07-06,604957,CF0021,MONCEAU FLEURS LYON,Franchise,Plantes,Plantes vertes,Roses premium,Grower C,Commande spéciale,Kenya,Blanc,4.87,10.73,2.2,1365.38,233,2500.09,1134.71,Factuur,1134.71,2500.09,1365.38
Flora Holland,2024,3,12,2024-03-20,694315,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Roses,Tulipes premium,Grower C,Stock,Pays-Bas,Vert,5.1,6.86,1.35,313.28,178,1221.08,907.8,Creditnota,907.8,1221.0800000000002,313.2800000000002
Orchidées France,2024,4,15,2024-04-11,669941,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Accessoires,Tulipes,Plantes vertes premium,Grower C,Commande spéciale,Italie,Mixte,1.89,2.71,1.43,195.16,238,644.98,449.82,Creditnota,449.82,644.98,195.16000000000003
Orchidées France,2024,5,19,2024-05-08,672454,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Fleurs coupées,Plantes vertes,Bouquets mixtes premium,Grower B,Promotion,Kenya,Jaune,7.62,15.71,2.06,954.62,118,1853.78,899.16,Factuur,899.16,1853.7800000000002,954.6200000000002
Orchidées France,2024,6,24,2024-06-10,629883,CF0021,MONCEAU FLEURS LYON,Franchise,Plantes,Orchidées,Lys premium,Grower A,Réassort,Kenya,Rouge,4.99,11.9,2.38,1278.35,185,2201.5,923.15,Creditnota,923.1500000000001,2201.5,1278.35
Flora Holland,2024,7,29,2024-07-15,648335,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Accessoires,Roses,Lys premium,Grower C,Réassort,Kenya,Vert,3.17,6.44,2.03,137.34,42,270.48,133.14,Creditnota,133.14,270.48,137.34000000000003
Tulip Export,2024,3,9,2024-03-03,665202,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Plantes,Orchidées,Plantes vertes premium,Grower C,Réassort,Pays-Bas,Blanc,1.67,4.0,2.4,479.98,206,824.0,344.02,Creditnota,344.02,824.0,479.98
VDV,2024,1,4,2024-01-23,699179,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Accessoires,Lys,Tulipes premium,Grower D,Stock,Kenya,Vert,1.11,1.47,1.32,39.96,111,163.17,123.21,Creditnota,123.21000000000001,163.17,39.95999999999998
Tulip Export,2024,1,4,2024-01-26,672774,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Tulipes,Tulipes premium,Grower C,Promotion,Espagne,Jaune,5.32,10.92,2.05,319.2,57,622.44,303.24,Creditnota,303.24,622.4399999999999,319.19999999999993
Orchidées France,2024,9,36,2024-09-06,657356,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Lys,Orchidées premium,Grower D,Réassort,Kenya,Rose,5.37,8.52,1.59,69.3,22,187.44,118.14,Factuur,118.14,187.44,69.3
Rose Africa,2024,1,3,2024-01-17,675268,HF001,HAPPY PARIS OPERA,Succursale,Accessoires,Orchidées,Tulipes premium,Grower D,Réassort,Pays-Bas,Mixte,4.12,9.15,2.22,1041.21,207,1894.05,852.84,Creditnota,852.84,1894.0500000000002,1041.21
Rose Africa,2024,1,2,2024-01-13,699121,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Lys,Tulipes premium,Grower C,Promotion,Kenya,Mixte,3.6,6.69,1.86,364.62,118,789.42,424.8,Creditnota,424.8,789.4200000000001,364.62000000000006
Tulip Export,2024,3,10,2024-03-05,629992,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Bouquets mixtes,Lys premium,Grower A,Commande spéciale,Pays-Bas,Rose,8.17,16.14,1.98,239.1,30,484.2,245.1,Creditnota,245.1,484.20000000000005,239.10000000000005
Orchidées France,2024,2,5,2024-02-01,611502,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Plantes,Orchidées,Bouquets mixtes premium,Grower C,Stock,Espagne,Mixte,7.58,15.81,2.09,1571.93,191,3019.71,1447.78,Creditnota,1447.78,3019.71,1571.93
Rose Africa,2024,9,38,2024-09-16,605743,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Fleurs coupées,Plantes vertes,Bouquets mixtes premium,Grower D,Réassort,Espagne,Rouge,4.5,10.44,2.32,683.1,115,1200.6,517.5,Creditnota,517.5,1200.6,683.0999999999999
Orchidées France,2024,9,37,2024-09-11,659914,CF0021,MONCEAU FLEURS LYON,Franchise,Accessoires,Orchidées,Plantes vertes premium,Grower C,Commande spéciale,Italie,Rose,8.43,16.01,1.9,1023.3,135,2161.35,1138.05,Creditnota,1138.05,2161.3500000000004,1023.3000000000004
VDV,2024,3,13,2024-03-31,651324,HF001,HAPPY PARIS OPERA,Succursale,Bouquets,Bouquets mixtes,Orchidées premium,Grower C,Commande spéciale,Espagne,Rouge,7.05,14.28,2.03,766.38,106,1513.68,747.3,Creditnota,747.3,1513.6799999999998,766.3799999999999
Flora Holland,2024,8,32,2024-08-10,617023,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Plantes vertes,Plantes vertes premium,Grower A,Promotion,France,Jaune,1.48,2.42,1.64,78.96,84,203.28,124.32,Factuur,124.32,203.28,78.96000000000001
Orchidées France,2024,7,27,2024-07-01,667384,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Bouquets,Tulipes,Bouquets mixtes premium,Grower A,Commande spéciale,France,Vert,4.79,11.06,2.31,946.77,151,1670.06,723.29,Factuur,723.29,1670.0600000000002,946.7700000000002
Tulip Export,2024,2,9,2024-02-29,633542,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Fleurs coupées,Roses,Roses premium,Grower D,Réassort,Kenya,Blanc,8.32,19.21,2.31,2003.76,184,3534.64,1530.88,Factuur,1530.88,3534.6400000000003,2003.7600000000002
Rose Africa,2024,8,33,2024-08-16,634113,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Bouquets mixtes,Bouquets mixtes premium,Grower A,Commande spéciale,Kenya,Rouge,3.42,7.43,2.17,962.4,240,1783.2,820.8,Factuur,820.8,1783.1999999999998,962.3999999999999
Flora Holland,2024,12,49,2024-12-03,617239,HF001,HAPPY PARIS OPERA,Succursale,Bouquets,Bouquets mixtes,Orchidées premium,Grower A,Réassort,Kenya,Jaune,4.03,9.45,2.34,715.44,132,1247.4,531.96,Factuur,531.96,1247.3999999999999,715.4399999999998
Orchidées France,2024,4,17,2024-04-25,677198,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Bouquets mixtes,Bouquets mixtes premium,Grower B,Promotion,Italie,Blanc,4.51,9.24,2.05,539.22,114,1053.36,514.14,Creditnota,514.14,1053.3600000000001,539.2200000000001
Flora Holland,2024,9,37,2024-09-15,632652,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Plantes,Roses,Orchidées premium,Grower A,Promotion,Kenya,Jaune,4.48,7.93,1.77,31.05,9,71.37,40.32,Factuur,40.32000000000001,71.37,31.049999999999997
Rose Africa,2024,10,41,2024-10-11,686793,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Fleurs coupées,Tulipes,Roses premium,Grower C,Promotion,Kenya,Mixte,1.15,2.29,1.99,151.62,133,304.57,152.95,Creditnota,152.95,304.57,151.62
Rose Africa,2024,2,5,2024-02-01,614044,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Lys,Bouquets mixtes premium,Grower D,Promotion,Italie,Rose,6.9,9.68,1.4,330.82,119,1151.92,821.1,Creditnota,821.1,1151.92,330.82000000000005
Rose Africa,2024,5,20,2024-05-18,629230,CF0021,MONCEAU FLEURS LYON,Franchise,Fleurs coupées,Roses,Lys premium,Grower C,Stock,Espagne,Rose,7.55,15.61,2.07,1209.0,150,2341.5,1132.5,Factuur,1132.5,2341.5,1209.0
Orchidées France,2024,3,11,2024-03-14,610173,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Bouquets,Bouquets mixtes,Plantes vertes premium,Grower B,Réassort,Italie,Rouge,7.68,11.76,1.53,122.4,30,352.8,230.4,Factuur,230.39999999999998,352.8,122.40000000000003
Tulip Export,2024,3,11,2024-03-17,696406,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Plantes vertes,Tulipes premium,Grower D,Commande spéciale,Kenya,Blanc,6.03,11.39,1.89,187.6,35,398.65,211.05,Creditnota,211.05,398.65000000000003,187.60000000000002
Flora Holland,2024,8,35,2024-08-27,650355,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Accessoires,Tulipes,Plantes vertes premium,Grower B,Commande spéciale,Pays-Bas,Mixte,1.48,2.38,1.61,51.3,57,135.66,84.36,Factuur,84.36,135.66,51.3
Orchidées France,2024,7,27,2024-07-01,619261,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Bouquets mixtes,Orchidées premium,Grower A,Stock,Kenya,Vert,4.14,9.04,2.18,29.4,6,54.24,24.84,Factuur,24.839999999999996,54.239999999999995,29.4
Tulip Export,2024,5,18,2024-05-01,655338,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Roses,Plantes vertes premium,Grower C,Commande spéciale,Italie,Rose,0.97,1.75,1.8,85.02,109,190.75,105.73,Factuur,105.73,190.75,85.02
Orchidées France,2024,12,50,2024-12-09,614984,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Orchidées,Lys premium,Grower D,Réassort,Espagne,Rouge,3.7,8.85,2.39,1081.5,210,1858.5,777.0,Factuur,777.0,1858.5,1081.5
Tulip Export,2024,6,23,2024-06-09,690068,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Plantes,Orchidées,Roses premium,Grower D,Promotion,Espagne,Vert,3.62,5.4,1.49,281.24,158,853.2,571.96,Factuur,571.96,853.2,281.24
Tulip Export,2024,1,1,2024-01-03,626669,CF0021,MONCEAU FLEURS LYON,Succursale,Plantes,Lys,Tulipes premium,Grower B,Commande spéciale,Espagne,Vert,3.35,6.13,1.83,675.54,243,1489.59,814.05,Creditnota,814.0500000000001,1489.59,675.5399999999998
VDV,2024,12,50,2024-12-12,643495,CF0021,MONCEAU FLEURS LYON,Franchise,Bouquets,Tulipes,Bouquets mixtes premium,Grower D,Réassort,France,Mixte,1.15,2.72,2.37,73.79,47,127.84,54.05,Creditnota,54.05,127.84,73.79
Rose Africa,2024,9,37,2024-09-11,644522,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Accessoires,Orchidées,Bouquets mixtes premium,Grower C,Stock,Pays-Bas,Mixte,4.6,8.28,1.8,574.08,156,1291.68,717.6,Factuur,717.5999999999999,1291.6799999999998,574.0799999999999
Flora Holland,2024,9,38,2024-09-19,611840,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Orchidées,Bouquets mixtes premium,Grower C,Réassort,Italie,Blanc,3.48,6.22,1.79,369.9,135,839.7,469.8,Creditnota,469.8,839.6999999999999,369.8999999999999
Rose Africa,2024,9,38,2024-09-20,675291,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Plantes,Roses,Plantes vertes premium,Grower B,Promotion,Pays-Bas,Vert,5.91,9.84,1.66,416.58,106,1043.04,626.46,Factuur,626.46,1043.04,416.5799999999999
Tulip Export,2024,7,30,2024-07-22,603933,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Lys,Roses premium,Grower D,Stock,Pays-Bas,Jaune,2.27,5.52,2.43,689.0,212,1170.24,481.24,Creditnota,481.24,1170.24,689.0
Tulip Export,2024,1,1,2024-01-02,643236,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Orchidées,Roses premium,Grower C,Réassort,Pays-Bas,Rose,2.08,4.03,1.94,152.1,78,314.34,162.24,Factuur,162.24,314.34000000000003,152.10000000000002
VDV,2024,2,8,2024-02-24,637244,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Bouquets mixtes,Orchidées premium,Grower D,Stock,Espagne,Mixte,4.48,6.06,1.35,63.2,40,242.4,179.2,Creditnota,179.20000000000002,242.39999999999998,63.19999999999996
VDV,2024,5,21,2024-05-21,632626,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Tulipes,Tulipes premium,Grower C,Commande spéciale,Kenya,Jaune,4.33,6.64,1.53,498.96,216,1434.24,935.28,Creditnota,935.28,1434.24,498.96000000000004
Flora Holland,2024,4,15,2024-04-11,613440,CF0021,MONCEAU FLEURS LYON,Succursale,Bouquets,Bouquets mixtes,Tulipes premium,Grower B,Stock,Kenya,Rouge,8.0,13.17,1.65,909.92,176,2317.92,1408.0,Creditnota,1408.0,2317.92,909.9200000000001
VDV,2024,3,12,2024-03-23,674858,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Bouquets,Bouquets mixtes,Bouquets mixtes premium,Grower A,Stock,Espagne,Mixte,5.24,9.94,1.9,1160.9,247,2455.18,1294.28,Factuur,1294.28,2455.18,1160.8999999999999
Orchidées France,2024,3,13,2024-03-30,658027,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Lys,Lys premium,Grower D,Promotion,France,Rose,7.82,17.63,2.25,343.35,35,617.05,273.7,Creditnota,273.7,617.05,343.34999999999997
Flora Holland,2024,5,22,2024-05-29,651645,CF0021,MONCEAU FLEURS LYON,Succursale,Plantes,Roses,Orchidées premium,Grower A,Promotion,Pays-Bas,Rose,8.45,14.2,1.68,454.25,79,1121.8,667.55,Creditnota,667.55,1121.8,454.25
VDV,2024,6,25,2024-06-17,618746,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Tulipes,Orchidées premium,Grower D,Réassort,Espagne,Blanc,6.38,8.96,1.4,505.68,196,1756.16,1250.48,Factuur,1250.48,1756.16,505.68000000000006
Tulip Export,2024,6,23,2024-06-07,652587,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Fleurs coupées,Roses,Lys premium,Grower B,Réassort,Kenya,Rouge,2.98,5.83,1.96,447.45,157,915.31,467.86,Factuur,467.86,915.3100000000001,447.45000000000005
Tulip Export,2024,1,2,2024-01-12,639142,CF0021,MONCEAU FLEURS LYON,Franchise,Accessoires,Roses,Plantes vertes premium,Grower D,Réassort,Pays-Bas,Blanc,3.02,6.26,2.07,771.12,238,1489.88,718.76,Factuur,718.76,1489.8799999999999,771.1199999999999
VDV,2024,7,31,2024-07-31,600412,CF0021,MONCEAU FLEURS LYON,Succursale,Plantes,Tulipes,Orchidées premium,Grower C,Stock,Italie,Jaune,2.15,3.3,1.53,85.1,74,244.2,159.1,Creditnota,159.1,244.2,85.1
Flora Holland,2024,1,5,2024-01-30,604806,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Fleurs coupées,Tulipes,Tulipes premium,Grower C,Promotion,Pays-Bas,Vert,5.63,9.52,1.69,867.47,223,2122.96,1255.49,Creditnota,1255.49,2122.96,867.47
VDV,2024,2,9,2024-02-29,694012,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Tulipes,Roses premium,Grower B,Stock,Espagne,Mixte,1.12,1.77,1.58,9.75,15,26.55,16.8,Factuur,16.8,26.55,9.75
Orchidées France,2024,6,25,2024-06-23,636360,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Accessoires,Orchidées,Lys premium,Grower A,Réassort,Italie,Jaune,1.95,3.67,1.88,373.24,217,796.39,423.15,Creditnota,423.15,796.39,373.24
Flora Holland,2024,5,21,2024-05-25,650203,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Fleurs coupées,Roses,Bouquets mixtes premium,Grower C,Stock,France,Blanc,2.31,5.47,2.37,91.64,29,158.63,66.99,Factuur,66.99,158.63,91.64
Rose Africa,2024,7,30,2024-07-24,645591,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Bouquets,Orchidées,Roses premium,Grower C,Commande spéciale,Espagne,Jaune,4.97,6.47,1.3,72.0,48,310.56,238.56,Creditnota,238.56,310.56,72.0
Flora Holland,2024,3,10,2024-03-10,602203,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Bouquets,Roses,Bouquets mixtes premium,Grower A,Réassort,Espagne,Blanc,1.74,2.72,1.56,49.0,50,136.0,87.0,Creditnota,87.0,136.0,49.0
Rose Africa,2024,3,9,2024-03-03,627261,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Fleurs coupées,Plantes vertes,Bouquets mixtes premium,Grower C,Réassort,Kenya,Mixte,5.54,13.27,2.4,1012.63,131,1738.37,725.74,Creditnota,725.74,1738.37,1012.6299999999999
Tulip Export,2024,2,5,2024-02-02,606289,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Accessoires,Orchidées,Orchidées premium,Grower D,Stock,Espagne,Mixte,2.68,5.4,2.01,456.96,168,907.2,450.24,Creditnota,450.24,907.2,456.96000000000004
Orchidées France,2024,1,5,2024-01-31,624598,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Lys,Lys premium,Grower D,Réassort,Espagne,Mixte,5.84,12.28,2.1,470.12,73,896.44,426.32,Factuur,426.32,896.4399999999999,470.11999999999995
Tulip Export,2024,9,37,2024-09-11,648875,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Bouquets,Bouquets mixtes,Lys premium,Grower C,Commande spéciale,Italie,Vert,6.66,11.92,1.79,547.04,104,1239.68,692.64,Creditnota,692.64,1239.68,547.0400000000001
Orchidées France,2024,8,31,2024-08-03,639699,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Fleurs coupées,Bouquets mixtes,Roses premium,Grower B,Promotion,Pays-Bas,Vert,1.6,3.09,1.93,83.44,56,173.04,89.6,Factuur,89.60000000000001,173.04,83.43999999999998
Rose Africa,2024,4,14,2024-04-05,662133,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Plantes vertes,Plantes vertes premium,Grower D,Réassort,Espagne,Rouge,3.75,7.02,1.87,562.44,172,1207.44,645.0,Creditnota,645.0,1207.4399999999998,562.4399999999998
Tulip Export,2024,9,39,2024-09-28,646518,CF0021,MONCEAU FLEURS LYON,Succursale,Fleurs coupées,Roses,Bouquets mixtes premium,Grower C,Réassort,Kenya,Mixte,1.24,2.79,2.25,252.65,163,454.77,202.12,Creditnota,202.12,454.77,252.64999999999998
Tulip Export,2024,2,7,2024-02-14,686962,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Fleurs coupées,Orchidées,Roses premium,Grower C,Commande spéciale,Espagne,Jaune,1.95,3.98,2.04,152.25,75,298.5,146.25,Creditnota,146.25,298.5,152.25
Flora Holland,2024,6,26,2024-06-30,630133,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Bouquets mixtes,Tulipes premium,Grower C,Commande spéciale,France,Jaune,6.44,15.27,2.37,335.54,38,580.26,244.72,Creditnota,244.72000000000003,580.26,335.53999999999996
Rose Africa,2024,10,43,2024-10-24,632490,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Bouquets,Roses,Roses premium,Grower A,Commande spéciale,France,Rouge,3.22,6.09,1.89,476.42,166,1010.94,534.52,Creditnota,534.52,1010.9399999999999,476.41999999999996
Flora Holland,2024,8,33,2024-08-14,684593,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Plantes vertes,Tulipes premium,Grower D,Commande spéciale,France,Jaune,0.84,1.24,1.48,62.8,157,194.68,131.88,Creditnota,131.88,194.68,62.80000000000001
Flora Holland,2024,6,25,2024-06-17,663846,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Accessoires,Plantes vertes,Lys premium,Grower A,Réassort,France,Jaune,2.52,4.86,1.93,493.74,211,1025.46,531.72,Creditnota,531.72,1025.46,493.74
Tulip Export,2024,1,5,2024-01-30,683144,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Fleurs coupées,Tulipes,Orchidées premium,Grower D,Commande spéciale,Italie,Vert,8.33,11.15,1.34,595.02,211,2352.65,1757.63,Creditnota,1757.63,2352.65,595.02
Tulip Export,2024,12,49,2024-12-02,665337,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Fleurs coupées,Roses,Orchidées premium,Grower C,Réassort,Italie,Blanc,1.37,2.04,1.49,146.06,218,444.72,298.66,Creditnota,298.66,444.72,146.06
Rose Africa,2024,9,40,2024-09-30,683961,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Plantes vertes,Bouquets mixtes premium,Grower C,Réassort,Kenya,Rouge,3.58,7.86,2.2,1035.76,242,1902.12,866.36,Creditnota,866.36,1902.1200000000001,1035.7600000000002
Flora Holland,2024,1,1,2024-01-07,692219,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Tulipes,Roses premium,Grower D,Stock,Espagne,Rose,7.6,18.78,2.47,2515.5,225,4225.5,1710.0,Creditnota,1710.0,4225.5,2515.5
VDV,2024,1,2,2024-01-11,669586,CF0021,MONCEAU FLEURS LYON,Franchise,Fleurs coupées,Roses,Bouquets mixtes premium,Grower C,Promotion,France,Blanc,4.48,9.68,2.16,1092.0,210,2032.8,940.8,Creditnota,940.8000000000001,2032.8,1092.0
VDV,2024,1,2,2024-01-08,690918,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Accessoires,Orchidées,Lys premium,Grower A,Promotion,France,Mixte,4.56,10.62,2.33,545.4,90,955.8,410.4,Creditnota,410.4,955.8,545.4
Tulip Export,2024,7,29,2024-07-16,667641,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Roses,Orchidées premium,Grower C,Stock,Italie,Rose,1.05,1.96,1.87,125.58,138,270.48,144.9,Creditnota,144.9,270.48,125.58000000000001
Rose Africa,2024,8,31,2024-08-02,662298,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Accessoires,Lys,Roses premium,Grower A,Réassort,Italie,Jaune,3.98,7.99,2.01,344.86,86,687.14,342.28,Factuur,342.28,687.14,344.86
VDV,2024,9,38,2024-09-18,634692,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Roses,Plantes vertes premium,Grower D,Réassort,Pays-Bas,Jaune,0.97,1.82,1.88,153.0,180,327.6,174.6,Factuur,174.6,327.6,153.00000000000003
Tulip Export,2024,5,18,2024-05-04,634161,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Accessoires,Tulipes,Roses premium,Grower C,Promotion,France,Blanc,1.31,2.69,2.05,15.18,11,29.59,14.41,Creditnota,14.41,29.59,15.18
Tulip Export,2024,6,25,2024-06-18,673748,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Lys,Orchidées premium,Grower A,Stock,France,Rouge,6.57,13.13,2.0,669.12,102,1339.26,670.14,Factuur,670.14,1339.26,669.12
VDV,2024,1,4,2024-01-28,695375,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Tulipes,Roses premium,Grower A,Promotion,France,Rose,2.65,5.71,2.15,569.16,186,1062.06,492.9,Creditnota,492.9,1062.06,569.16
Tulip Export,2024,10,40,2024-10-03,614642,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Bouquets mixtes,Lys premium,Grower B,Réassort,Italie,Rouge,7.46,14.93,2.0,239.04,32,477.76,238.72,Factuur,238.72,477.76,239.04
Orchidées France,2024,6,24,2024-06-10,629923,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Fleurs coupées,Lys,Bouquets mixtes premium,Grower B,Commande spéciale,Espagne,Blanc,2.0,4.29,2.15,551.89,241,1033.89,482.0,Factuur,482.0,1033.89,551.8900000000001
Flora Holland,2024,6,25,2024-06-19,654444,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Tulipes,Orchidées premium,Grower C,Stock,France,Vert,5.06,10.65,2.1,95.03,17,181.05,86.02,Creditnota,86.02,181.05,95.03000000000002
VDV,2024,1,1,2024-01-01,606727,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Plantes,Roses,Plantes vertes premium,Grower C,Commande spéciale,Pays-Bas,Blanc,6.29,12.07,1.92,1075.08,186,2245.02,1169.94,Creditnota,1169.94,2245.02,1075.08
VDV,2024,10,41,2024-10-12,642801,CF0021,MONCEAU FLEURS LYON,Franchise,Fleurs coupées,Plantes vertes,Tulipes premium,Grower C,Stock,Pays-Bas,Blanc,2.95,6.51,2.21,679.96,191,1243.41,563.45,Creditnota,563.45,1243.4099999999999,679.9599999999998
Rose Africa,2024,12,1,2024-12-30,682058,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Roses,Lys premium,Grower A,Commande spéciale,Pays-Bas,Blanc,4.76,8.9,1.87,128.34,31,275.9,147.56,Factuur,147.56,275.90000000000003,128.34000000000003
Tulip Export,2024,4,16,2024-04-17,665919,CF0021,MONCEAU FLEURS LYON,Franchise,Plantes,Tulipes,Orchidées premium,Grower C,Commande spéciale,Espagne,Mixte,1.04,2.46,2.37,325.18,229,563.34,238.16,Factuur,238.16,563.34,325.18000000000006
VDV,2024,2,7,2024-02-18,604606,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Plantes,Orchidées,Orchidées premium,Grower C,Promotion,Italie,Rose,7.84,17.05,2.17,976.26,106,1807.3,831.04,Creditnota,831.04,1807.3000000000002,976.2600000000002
Tulip Export,2024,8,35,2024-08-30,692654,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Accessoires,Tulipes,Plantes vertes premium,Grower D,Stock,Kenya,Vert,6.21,11.61,1.87,869.4,161,1869.21,999.81,Creditnota,999.81,1869.2099999999998,869.3999999999999
